Mode,Start_Time,Animal,Weight,Unit
initialize,2026-05-28 13:37:28.139647,0,-0.05,1
initialize,2026-05-28 13:37:28.341395,0,0.01,2
OPEN,2026-05-28 13:37:35.564956,0,0
0,2026-05-28 13:37:41.451352,1111110210210,-0.11,1
sequence,2026-05-28 13:37:41.654953,0,0
OPEN,2026-05-28 13:38:01.655575,0,0
0,2026-05-28 13:38:35.359275,1111110210210,-0.07,1
sequence,2026-05-28 13:38:35.564,0,0
OPEN,2026-05-28 13:38:55.564859,0,0
initialize,2026-05-28 13:47:37.757569,0,-0.1,1
initialize,2026-05-28 13:47:37.958987,0,0.04,2
OPEN,2026-05-28 13:47:45.186436,0,0
0,2026-05-28 13:47:47.586327,19647231169,0.08,2
initialize,2026-05-28 15:17:44.269097,0,-0.03,1
initialize,2026-05-28 15:17:44.470804,0,0.02,2
OPEN,2026-05-28 15:17:51.698638,0,0
0,2026-05-28 15:18:03.755178,19647231169,-0.03,1
0,2026-05-28 15:18:05.332481,19647231169,0.07,2
OPEN,2026-05-28 15:18:25.332863,0,0
0,2026-05-28 15:19:09.934182,1111110210210,-0.03,1
sequence,2026-05-28 15:19:10.138118,0,0
OPEN,2026-05-28 15:19:30.138725,0,0
0,2026-05-28 15:19:57.826032,19647231169,-0.02,1
sequence,2026-05-28 15:19:58.029737,0,0
0,2026-05-28 15:20:06.099149,1111110210210,0.01,2
1,2026-05-28 15:20:16.136408,1111110210210,-0.07,2
1,2026-05-28 15:20:20.564010,19647231169,-0.04,1
2,2026-05-28 15:20:27.205164,19647231169,-0.06,1
3,2026-05-28 15:20:27.818190,1111110210210,0.0,1
OPEN,2026-05-28 15:20:48.022189,0,0
0,2026-05-28 15:21:07.910632,19647231169,-0.04,1
sequence,2026-05-28 15:21:08.114609,0,0
0,2026-05-28 15:21:12.192393,1111110210210,0.03,2
1,2026-05-28 15:21:32.310136,19647231169,-0.02,1
1,2026-05-28 15:21:33.776029,1111110210210,-0.05,2
2,2026-05-28 15:21:38.698765,19647231169,0.0,1
2,2026-05-28 15:21:41.118466,1111110210210,0.02,2
3,2026-05-28 15:22:02.001996,19647231169,-0.05,1
4,2026-05-28 15:22:03.112692,1111110210210,-0.04,1
OPEN,2026-05-28 15:22:23.317022,0,0
initialize,2026-05-28 15:25:06.835041,0,-0.03,1
initialize,2026-05-28 15:25:07.036639,0,-0.01,2
OPEN,2026-05-28 15:25:34.259634,0,0
0,2026-05-28 15:25:42.608889,19647231169,-0.03,1
sequence,2026-05-28 15:25:42.813416,0,0
0,2026-05-28 15:25:45.560828,19647231169,-0.02,2
initialize,2026-05-28 15:30:53.840949,0,-0.06,1
initialize,2026-05-28 15:30:54.043522,0,-0.07,2
OPEN,2026-05-28 15:31:21.273668,0,0
0,2026-05-28 15:31:32.094093,19647231169,-0.04,1
sequence,2026-05-28 15:31:32.298839,0,0
OPEN,2026-05-28 15:32:12.299458,0,0
initialize,2026-05-28 15:40:55.323398,0,-0.04,1
initialize,2026-05-28 15:40:55.525782,0,-0.03,2
OPEN,2026-05-28 15:40:56.738520,0,0
